ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,T2MDEW,TS,WS10M,PRECTOTCORR,RH2M,SoilMoistureIndex,Date
4.16,0.66,350.66,14.3,21.48,2.32,0.0,73.06,0.0,2013-10-27
4.41,0.7,333.53,8.79,19.33,2.83,0.0,59.06,0.0,2013-10-28
4.54,0.73,311.83,5.44,18.19,4.69,0.0,48.19,0.0,2013-10-29
3.3,0.54,351.94,7.95,19.98,2.37,2.54,49.0,0.012928479544168817,2013-10-30
3.66,0.6,345.38,10.48,17.8,2.46,4.95,66.69,0.028231384757261925,2013-10-31
3.85,0.63,335.52,9.97,16.96,2.12,0.26,69.94,0.0015540635121735148,2013-11-01
3.76,0.62,338.93,8.53,17.22,1.78,0.28,61.38,0.0016485916781581562,2013-11-02
4.24,0.71,322.56,5.05,16.87,2.57,0.0,46.69,0.0,2013-11-03
4.08,0.7,321.87,2.27,17.52,5.78,0.01,37.5,5.806439541669949e-05,2013-11-04
2.15,0.37,358.16,8.76,17.62,6.53,0.27,57.56,0.001562808631459903,2013-11-05
3.02,0.52,353.08,12.5,18.87,9.35,0.36,68.69,0.001940471216843731,2013-11-06
4.06,0.71,337.2,10.92,18.55,3.7,0.2,66.88,0.0010931924503673467,2013-11-07
4.0,0.7,331.24,8.14,18.8,4.91,0.0,53.12,0.0,2013-11-08
3.66,0.65,334.62,7.66,19.48,2.46,0.04,50.31,0.00020839331740925014,2013-11-09
3.35,0.6,344.23,10.8,16.9,2.77,2.13,70.94,0.012787741520277927,2013-11-10
2.74,0.49,317.73,4.76,13.28,7.47,0.24,59.69,0.0018396152828174326,2013-11-11
1.52,0.28,343.74,6.91,12.21,6.12,2.09,70.56,0.017450101036702574,2013-11-12
3.0,0.55,332.02,8.8,13.45,4.52,2.49,77.12,0.01884086872913936,2013-11-13
3.12,0.58,333.27,9.19,14.11,3.86,0.48,76.44,0.003457257157962838,2013-11-14
2.36,0.44,330.98,7.83,12.61,2.99,5.67,73.0,0.045736933479279644,2013-11-15
3.69,0.7,298.81,6.35,12.69,2.68,0.29,64.0,0.0023216507992717328,2013-11-16
3.33,0.63,318.97,11.29,14.19,3.55,0.62,82.38,0.004438843323007981,2013-11-17
3.16,0.6,316.81,5.73,14.32,6.58,0.17,62.12,0.0012120727324305808,2013-11-18
3.57,0.69,291.75,1.17,10.73,7.39,0.0,52.62,0.0,2013-11-19
3.62,0.7,293.27,3.02,11.24,5.56,0.0,59.69,0.0,2013-11-20
3.32,0.65,289.32,1.05,9.4,3.83,0.07,60.62,0.0007588125323747037,2013-11-21
3.31,0.66,288.46,-0.66,9.46,6.44,0.01,50.12,0.00010796114947978968,2013-11-22
3.38,0.67,278.95,0.32,8.12,3.97,0.03,64.0,0.00037719451467468527,2013-11-23
3.49,0.7,274.42,1.37,7.64,4.19,0.04,69.38,0.0005340227411536689,2013-11-24
3.0,0.6,290.59,3.94,8.0,4.59,0.32,77.62,0.004074004218633552,2013-11-25
1.77,0.36,321.92,5.07,8.15,3.31,2.95,82.5,0.03678594084141722,2013-11-26
2.27,0.46,321.85,3.33,7.52,2.52,0.7,76.81,0.00944163195068992,2013-11-27
3.19,0.66,284.47,2.21,8.26,1.77,0.14,64.12,0.0017175646901426034,2013-11-28
2.22,0.46,297.4,1.46,7.57,3.38,0.6,66.5,0.008037307158204393,2013-11-29
2.19,0.45,297.41,2.83,7.0,6.12,0.84,76.12,0.012218210899577905,2013-11-30
2.82,0.59,295.02,2.52,7.9,4.83,0.08,71.38,0.0010330558443725664,2013-12-01
2.48,0.52,300.95,1.58,6.44,4.8,0.16,70.44,0.0025278165452064585,2013-12-02
3.2,0.68,288.23,4.28,8.19,2.17,0.07,75.56,0.0008671916523923477,2013-12-03
1.69,0.36,332.48,6.33,9.3,4.2,1.17,82.0,0.012740261288168247,2013-12-04
1.97,0.42,316.04,5.9,10.02,3.3,0.36,79.12,0.0036372790967347597,2013-12-05
2.5,0.54,292.78,4.58,8.47,4.33,0.11,78.19,0.0013157858516332675,2013-12-06
1.89,0.41,323.28,4.45,8.06,4.18,0.08,78.88,0.0010048912146084152,2013-12-07
2.04,0.44,318.19,4.05,7.64,2.41,0.03,75.06,0.00039681875824007355,2013-12-08
2.81,0.61,293.42,3.42,8.62,1.22,0.0,63.25,0.0,2013-12-09
2.58,0.56,292.63,2.73,7.64,3.17,0.0,69.31,0.0,2013-12-10
2.56,0.56,298.28,5.6,8.13,3.68,0.03,84.88,0.0003719349298682903,2013-12-11
3.11,0.68,281.17,3.87,8.77,2.7,0.01,72.12,0.00011504194872737483,2013-12-12
3.25,0.71,265.51,1.18,8.29,2.52,0.0,61.12,0.0,2013-12-13
3.17,0.7,268.71,1.64,7.92,2.29,0.0,61.06,0.0,2013-12-14
3.05,0.67,273.34,2.73,7.86,2.02,0.0,66.06,0.0,2013-12-15
2.97,0.66,274.88,4.09,7.05,2.68,0.0,78.25,0.0,2013-12-16
3.16,0.7,274.98,3.09,7.16,1.85,0.01,72.5,0.0001409820920638457,2013-12-17
1.99,0.44,306.75,3.23,7.08,2.33,0.14,71.19,0.0020007459779712113,2013-12-18
2.81,0.62,295.09,3.3,7.6,2.34,0.02,74.19,0.000266537698360743,2013-12-19
2.74,0.61,293.47,5.17,7.62,3.07,0.75,82.56,0.009980198045290677,2013-12-20
1.16,0.26,340.77,9.65,10.68,5.33,10.87,91.38,0.10287009173987705,2013-12-21
1.18,0.26,333.37,9.37,10.82,4.34,9.97,88.31,0.0931652745858483,2013-12-22
1.06,0.23,336.78,8.8,10.01,5.81,10.19,89.88,0.10309504645936626,2013-12-23
2.79,0.62,304.02,5.68,9.33,4.27,0.3,80.25,0.0032573991096186005,2013-12-24
3.08,0.68,290.05,4.26,9.13,8.59,0.21,73.06,0.002337215214020066,2013-12-25
2.37,0.52,304.74,1.37,8.37,8.94,1.56,63.56,0.019009455147047275,2013-12-26
2.77,0.61,294.8,2.92,8.05,6.22,0.1,70.12,0.0012634505835523347,2013-12-27
3.28,0.72,284.3,3.3,8.8,2.87,0.0,71.31,0.0,2013-12-28
1.29,0.28,318.61,3.76,7.26,2.02,0.35,72.38,0.0048906357962651605,2013-12-29
1.11,0.24,322.74,5.04,7.08,4.51,3.92,85.06,0.05607832704493824,2013-12-30
3.23,0.7,271.25,1.08,5.18,3.59,0.06,71.38,0.0011731775140202587,2013-12-31
3.39,0.73,267.01,-2.34,5.8,2.86,0.0,55.69,0.0,2014-01-01
3.17,0.69,287.04,-0.26,8.83,3.48,0.0,52.5,0.0,2014-01-02
2.97,0.64,304.83,2.05,10.17,2.36,0.0,54.12,0.0,2014-01-03
3.24,0.7,302.05,2.33,10.56,4.42,0.0,54.5,0.0,2014-01-04
3.26,0.7,288.7,-0.74,9.27,5.63,0.02,49.75,0.00021900422418596216,2014-01-05
2.2,0.47,294.09,3.14,7.39,4.95,0.01,73.44,0.00013726730723700962,2014-01-06
3.34,0.71,273.41,4.26,8.19,2.6,0.03,79.62,0.0003706817708906693,2014-01-07
3.38,0.71,276.08,3.81,8.25,3.05,0.0,71.31,0.0,2014-01-08
3.38,0.71,273.29,1.97,9.2,5.02,0.0,61.62,0.0,2014-01-09
2.6,0.54,290.81,1.76,9.86,6.03,0.0,58.06,0.0,2014-01-10
3.2,0.66,300.81,2.98,10.88,4.49,0.0,59.94,0.0,2014-01-11
2.2,0.45,324.29,4.91,12.12,2.38,0.45,62.25,0.003765581794157834,2014-01-12
1.68,0.34,333.7,6.47,10.27,3.08,0.17,76.88,0.001678720271856463,2014-01-13
1.08,0.22,321.4,6.38,8.75,3.17,1.48,83.06,0.017204033001753962,2014-01-14
2.81,0.57,280.2,3.53,7.38,3.18,0.42,78.88,0.0057867508571896225,2014-01-15
3.62,0.73,264.09,2.79,7.13,4.62,0.0,75.12,0.0,2014-01-16
1.76,0.35,296.64,2.08,6.6,5.11,0.0,70.19,0.0,2014-01-17
3.02,0.59,292.53,-1.63,7.4,4.46,0.0,53.12,0.0,2014-01-18
2.64,0.52,310.37,1.99,8.89,7.29,0.02,61.0,0.00022993453512823483,2014-01-19
3.54,0.69,273.38,0.1,8.49,6.84,0.0,58.75,0.0,2014-01-20
3.67,0.71,260.54,-1.85,6.24,5.05,0.0,57.25,0.0,2014-01-21
3.87,0.74,261.61,-2.27,6.33,4.81,0.0,56.5,0.0,2014-01-22
2.5,0.48,302.23,-0.88,7.9,2.38,0.82,53.81,0.010553734567120419,2014-01-23
3.66,0.69,290.1,1.97,8.37,5.63,0.46,67.38,0.0055821726852760345,2014-01-24
3.39,0.63,280.48,1.31,7.23,6.36,0.93,67.75,0.013097654656199921,2014-01-25
3.46,0.64,303.33,4.58,9.09,7.3,1.36,75.0,0.015214643759584666,2014-01-26
2.18,0.4,316.14,3.75,10.62,4.88,0.12,67.94,0.0011525836130608315,2014-01-27
3.58,0.66,292.95,1.58,7.29,5.74,1.02,68.44,0.014294442543781266,2014-01-28
3.07,0.55,280.32,-1.45,7.06,5.07,0.0,55.81,0.0,2014-01-29
2.47,0.45,318.27,1.11,9.94,3.15,0.86,54.88,0.008853869575237164,2014-01-30
1.17,0.21,334.9,5.64,7.98,4.98,17.32,86.0,0.22177244268083005,2014-01-31
3.05,0.54,303.96,2.32,7.65,4.83,0.22,72.19,0.0029319133996831273,2014-02-01
3.7,0.65,285.38,1.97,7.53,5.89,0.15,70.38,0.0020297289490518486,2014-02-02
4.41,0.77,253.58,-1.92,5.94,4.68,0.03,63.69,0.0005132775515451982,2014-02-03
2.86,0.49,293.76,0.08,6.65,4.28,0.01,63.75,0.0001526915047536643,2014-02-04
3.13,0.53,299.96,3.08,8.15,5.56,0.04,71.56,0.0004982780399780554,2014-02-05
4.09,0.69,314.42,5.65,12.76,3.35,0.07,64.56,0.0005567785322467798,2014-02-06
4.29,0.72,306.34,5.16,13.08,3.75,0.09,63.12,0.0006988488546862964,2014-02-07
4.58,0.76,278.01,0.23,10.62,4.47,0.1,58.38,0.000956069835342391,2014-02-08
2.76,0.45,312.58,2.19,12.37,4.27,0.0,50.62,0.0,2014-02-09
2.5,0.41,319.86,0.35,11.8,6.34,0.45,47.5,0.003889969694080306,2014-02-10
2.55,0.41,309.83,2.83,7.62,6.69,2.94,72.69,0.03931077255977416,2014-02-11
2.8,0.45,298.11,1.87,7.84,4.8,0.44,68.56,0.005702782408747213,2014-02-12
4.82,0.76,268.12,-1.28,9.08,4.07,0.03,57.5,0.00033515596932208176,2014-02-13
4.44,0.7,309.15,5.58,13.75,4.89,0.0,61.62,0.0,2014-02-14
4.76,0.73,302.39,4.78,15.01,5.4,0.0,54.12,0.0,2014-02-15
4.94,0.76,282.53,-1.77,12.94,4.95,0.0,39.0,0.0,2014-02-16
4.9,0.74,282.13,-3.2,12.4,3.81,0.0,36.5,0.0,2014-02-17
2.62,0.4,318.82,2.22,10.9,3.73,0.0,56.31,0.0,2014-02-18
2.58,0.38,338.68,3.5,12.35,3.62,0.35,55.88,0.0028834506542992702,2014-02-19
1.87,0.27,314.42,5.18,10.49,7.1,0.38,73.62,0.0036837900573625684,2014-02-20
4.86,0.71,288.78,1.38,10.63,3.59,0.01,61.5,9.556631650652609e-05,2014-02-21
3.44,0.5,322.55,6.1,12.04,3.09,11.04,73.38,0.09304397364502612,2014-02-22
4.7,0.68,292.83,2.58,10.29,3.42,0.64,64.94,0.006301450609182453,2014-02-23
5.26,0.75,275.4,1.19,9.8,4.25,0.0,60.19,0.0,2014-02-24
3.57,0.51,310.36,1.36,10.4,2.3,1.68,57.81,0.016400900359018873,2014-02-25
3.54,0.5,317.73,5.3,10.98,3.33,1.27,72.56,0.011719244340220817,2014-02-26
2.88,0.4,321.47,4.46,9.36,2.52,5.31,74.06,0.057462324362665185,2014-02-27
5.51,0.76,273.63,-0.47,9.23,3.76,0.09,60.75,0.0009896879752506395,2014-02-28
3.79,0.52,310.92,-0.49,10.1,5.45,0.57,51.69,0.005758739139220044,2014-03-01
3.86,0.52,311.91,4.58,11.54,5.64,0.97,67.75,0.008606711914029442,2014-03-02
3.63,0.48,321.27,4.68,11.59,6.02,1.28,67.19,0.011287033709876007,2014-03-03
3.83,0.51,290.95,0.46,8.83,7.13,1.64,58.0,0.01897581291461509,2014-03-04
4.43,0.59,293.22,1.19,9.43,5.66,0.49,60.12,0.005299193072218153,2014-03-05
4.35,0.57,308.79,3.46,9.82,4.44,1.13,71.5,0.011704854689998443,2014-03-06
3.57,0.46,315.73,4.25,8.46,4.45,1.57,78.62,0.01883591728152685,2014-03-07
4.06,0.52,313.65,4.01,9.81,4.9,0.53,72.94,0.005476252955005687,2014-03-08
3.32,0.42,310.64,4.62,8.7,3.5,1.43,80.88,0.016663275115748666,2014-03-09
4.12,0.52,306.07,3.23,9.01,4.03,0.48,72.69,0.005409727091776889,2014-03-10
3.89,0.49,313.29,3.25,9.39,1.96,3.72,67.94,0.04022043028768552,2014-03-11
4.19,0.52,311.35,4.51,9.6,4.55,0.18,74.12,0.0018993733945553166,2014-03-12
0.55,0.07,333.96,8.79,10.05,9.91,15.14,92.38,0.1530217310804442,2014-03-13
1.68,0.2,352.17,10.29,12.73,5.25,15.61,87.88,0.12473721368242142,2014-03-14
1.71,0.21,344.27,9.16,11.04,4.14,12.25,89.38,0.1127501693297271,2014-03-15
4.55,0.55,307.16,6.13,11.65,5.41,0.19,73.81,0.0016543950737466539,2014-03-16
5.69,0.68,303.89,5.48,12.99,2.48,0.02,67.5,0.00015596599596040577,2014-03-17
6.18,0.73,292.8,4.14,13.94,3.1,0.0,55.62,0.0,2014-03-18
6.17,0.73,293.55,2.27,13.88,3.7,0.0,49.31,0.0,2014-03-19
3.48,0.41,328.31,5.51,13.98,2.89,0.04,57.44,0.000290214887672954,2014-03-20
4.67,0.55,327.43,6.65,14.23,3.2,0.11,67.44,0.0007843925283863481,2014-03-21
5.47,0.63,318.59,6.69,14.4,3.2,0.04,67.06,0.00028209877211888456,2014-03-22
4.66,0.53,343.58,6.0,15.24,3.13,0.55,57.31,0.003673026614706996,2014-03-23
6.53,0.74,286.98,-0.97,12.79,4.15,0.0,46.25,0.0,2014-03-24
5.05,0.57,298.35,0.48,11.26,5.16,0.04,50.31,0.0003613812460748046,2014-03-25
4.59,0.52,306.68,2.07,10.4,6.59,0.99,61.69,0.009718055293349381,2014-03-26
6.07,0.68,287.23,-0.38,11.3,5.69,0.01,50.81,9.020304273232311e-05,2014-03-27
6.97,0.77,270.69,0.55,12.55,2.95,0.0,55.56,0.0,2014-03-28
6.01,0.66,292.38,4.01,11.71,5.53,0.27,68.12,0.002344734275578229,2014-03-29
1.54,0.17,341.7,9.1,12.04,5.76,4.46,84.5,0.03772070237978445,2014-03-30
3.5,0.38,339.91,7.8,12.62,3.73,3.26,77.38,0.026250093507263563,2014-03-31
6.74,0.73,306.23,5.79,14.82,4.19,0.0,61.75,0.0,2014-04-01
6.53,0.7,310.2,2.85,17.15,4.91,0.0,42.56,0.0,2014-04-02
5.6,0.6,333.05,2.25,17.34,5.77,0.01,40.69,5.8929962285236416e-05,2014-04-03
5.52,0.59,325.2,4.98,15.48,5.05,0.38,59.5,0.002503835307037034,2014-04-04
5.99,0.63,326.77,4.09,15.88,5.79,0.1,53.88,0.0006408750478157576,2014-04-05
4.0,0.42,342.2,5.99,15.17,6.37,0.0,60.5,0.0,2014-04-06
6.37,0.66,316.1,6.26,16.24,3.78,0.0,60.69,0.0,2014-04-07
7.18,0.75,309.27,5.83,18.08,1.95,0.0,57.38,0.0,2014-04-08
7.16,0.74,314.64,4.36,19.88,3.01,0.0,44.62,0.0,2014-04-09
7.34,0.76,315.43,6.63,19.91,1.77,0.0,51.69,0.0,2014-04-10
7.3,0.75,313.88,8.19,19.03,2.77,0.0,59.81,0.0,2014-04-11
5.29,0.54,369.12,9.14,20.9,1.99,0.87,56.44,0.004233111709960716,2014-04-12
6.62,0.67,348.68,9.92,20.96,3.35,0.61,58.31,0.002960159832978575,2014-04-13
5.79,0.59,331.3,7.88,18.34,3.42,0.0,61.62,0.0,2014-04-14
6.66,0.67,327.79,8.92,19.58,4.24,0.02,60.25,0.00010388407744497803,2014-04-15
6.7,0.67,317.36,5.33,17.82,4.62,0.0,52.25,0.0,2014-04-16
6.27,0.62,307.02,2.64,14.77,3.59,0.0,53.31,0.0,2014-04-17
7.66,0.76,286.64,-0.02,15.86,2.8,0.0,43.69,0.0,2014-04-18
7.61,0.75,312.18,1.94,19.22,3.65,0.0,36.5,0.0,2014-04-19
3.47,0.34,378.94,4.48,21.52,4.48,0.0,35.12,0.0,2014-04-20
5.18,0.51,355.64,8.68,21.17,3.94,0.04,51.75,0.0001927424785632974,2014-04-21
2.51,0.24,359.09,10.43,17.44,4.05,13.61,67.06,0.07957778315519615,2014-04-22
6.73,0.66,333.47,8.13,18.55,6.89,0.08,58.88,0.00043802062985549,2014-04-23
7.95,0.77,306.03,4.23,19.52,3.2,0.0,47.31,0.0,2014-04-24
4.83,0.46,340.44,4.39,19.9,6.8,0.43,40.94,0.002198501751565869,2014-04-25
6.11,0.59,320.95,4.95,17.02,6.08,0.01,52.19,5.973308669510563e-05,2014-04-26
6.58,0.62,331.23,5.69,19.88,4.84,0.01,48.06,5.118203352008925e-05,2014-04-27
7.97,0.76,299.22,3.71,19.8,2.47,0.0,49.31,0.0,2014-04-28
7.81,0.74,323.39,5.63,20.47,3.55,0.0,44.62,0.0,2014-04-29
7.44,0.7,339.93,6.98,21.93,3.28,0.0,46.31,0.0,2014-04-30
7.83,0.73,324.25,7.65,21.62,4.85,0.0,49.88,0.0,2014-05-01
6.86,0.64,340.51,7.19,21.61,3.45,0.66,49.12,0.00310919539251601,2014-05-02
6.83,0.64,332.68,6.4,18.68,6.05,1.27,54.5,0.006925935670214299,2014-05-03
7.58,0.7,311.98,5.26,17.13,6.12,0.05,54.81,0.00029711630370470314,2014-05-04
8.25,0.77,297.66,1.8,18.75,2.23,0.0,50.69,0.0,2014-05-05
8.24,0.77,309.51,7.07,20.62,2.91,0.0,57.75,0.0,2014-05-06
7.91,0.73,332.81,6.77,22.26,3.33,0.0,49.94,0.0,2014-05-07
7.94,0.73,333.62,5.93,23.16,3.56,0.0,42.94,0.0,2014-05-08
8.12,0.74,328.28,6.0,23.08,2.23,0.0,45.0,0.0,2014-05-09
8.2,0.75,332.61,5.58,23.4,2.84,0.0,40.5,0.0,2014-05-10
7.33,0.67,361.64,8.01,25.33,3.27,0.0,39.0,0.0,2014-05-11
7.68,0.7,357.22,7.61,27.94,3.12,0.0,35.38,0.0,2014-05-12
8.02,0.73,347.95,4.94,26.73,8.58,0.0,33.62,0.0,2014-05-13
8.33,0.76,304.2,3.51,19.26,7.86,0.0,44.06,0.0,2014-05-14
8.21,0.74,302.97,3.48,18.24,5.61,0.0,49.12,0.0,2014-05-15
8.35,0.75,300.59,2.33,19.05,3.32,0.0,47.12,0.0,2014-05-16
5.21,0.47,335.13,7.09,15.98,3.47,0.42,62.31,0.0026697206005961674,2014-05-17
4.75,0.42,373.97,8.98,19.3,4.38,0.27,59.25,0.0014233702748720823,2014-05-18
5.48,0.49,380.63,13.01,21.63,2.59,3.29,65.25,0.015484537041859057,2014-05-19
7.06,0.63,375.21,13.01,26.31,2.72,0.0,58.19,0.0,2014-05-20
6.38,0.57,380.74,15.37,23.58,4.16,8.15,68.06,0.035129836565315924,2014-05-21
6.89,0.61,388.92,13.87,27.13,3.24,0.1,56.19,0.0003749680087359289,2014-05-22
5.76,0.51,384.82,11.94,23.03,6.46,0.15,57.25,0.0006628247131567293,2014-05-23
7.5,0.66,347.41,10.93,22.06,7.26,0.03,59.94,0.0001384513195334375,2014-05-24
7.55,0.66,356.58,12.2,24.69,5.79,0.04,57.19,0.00016490364099839433,2014-05-25
7.48,0.66,371.13,12.22,25.48,3.62,0.09,54.5,0.0003587312237640092,2014-05-26
6.9,0.61,368.67,10.85,23.56,5.8,1.45,54.94,0.006251525591843904,2014-05-27
5.09,0.45,372.83,11.86,21.58,4.62,13.49,66.0,0.06358900781292251,2014-05-28
7.44,0.66,354.75,8.59,22.62,2.72,2.17,52.88,0.009749550521525636,2014-05-29
8.47,0.74,334.58,8.68,24.5,2.46,0.05,49.25,0.0002072455538483598,2014-05-30
7.12,0.62,367.44,9.58,24.42,4.04,0.01,50.81,4.1632151332952406e-05,2014-05-31
5.2,0.45,368.59,12.27,21.04,6.48,4.97,65.31,0.024032536589475986,2014-06-01
6.2,0.54,358.09,12.33,19.41,11.03,12.76,71.0,0.06706696318746687,2014-06-02
7.34,0.64,351.2,9.17,19.81,7.91,0.98,57.94,0.0050304392487274694,2014-06-03
8.43,0.73,331.36,7.55,22.55,3.31,0.0,46.69,0.0,2014-06-04
8.58,0.75,345.42,7.38,25.93,3.2,0.0,36.56,0.0,2014-06-05
7.17,0.62,375.12,7.53,26.58,4.09,0.0,33.88,0.0,2014-06-06
6.79,0.59,393.66,7.83,29.08,2.3,0.0,33.0,0.0,2014-06-07
8.47,0.73,355.52,7.62,28.03,2.93,0.0,33.62,0.0,2014-06-08
8.59,0.75,344.38,6.46,26.05,3.38,0.0,37.19,0.0,2014-06-09
8.13,0.7,359.91,10.32,25.85,3.19,0.01,44.75,3.929458892652367e-05,2014-06-10
8.33,0.73,354.67,9.26,26.05,2.84,0.1,40.19,0.0003895674453532485,2014-06-11
8.28,0.72,358.95,9.53,26.06,4.05,0.11,41.56,0.00042831564385793303,2014-06-12
6.47,0.56,379.35,10.36,26.04,2.91,0.62,43.94,0.0024189876134175386,2014-06-13
7.6,0.66,373.24,9.93,28.01,2.09,0.87,42.0,0.003160712748180514,2014-06-14
5.89,0.51,394.48,10.05,28.0,3.63,0.09,39.19,0.00032740930437990666,2014-06-15
4.86,0.42,396.77,13.25,26.51,4.19,1.12,54.38,0.0043038774765711794,2014-06-16
4.5,0.39,380.72,14.17,23.25,3.44,4.91,64.69,0.02148893708528725,2014-06-17
6.89,0.59,373.7,12.16,26.3,3.21,0.38,53.62,0.0014681757131126596,2014-06-18
8.17,0.71,367.66,11.82,28.48,2.91,0.19,47.75,0.0006773029713009294,2014-06-19
6.93,0.6,394.48,12.66,29.01,2.5,0.8,48.25,0.0028024462534941876,2014-06-20
7.59,0.66,376.59,11.37,27.98,3.08,0.17,44.12,0.0006174421099158901,2014-06-21
8.3,0.72,359.16,8.39,27.44,3.66,0.0,39.75,0.0,2014-06-22
8.34,0.73,358.02,9.26,26.98,3.42,0.0,42.19,0.0,2014-06-23
5.58,0.48,422.12,10.76,30.09,3.55,0.77,37.88,0.002600271673247317,2014-06-24
5.33,0.46,418.76,11.62,28.9,4.73,0.1,40.75,0.0003522398605946627,2014-06-25
7.76,0.67,387.88,13.21,29.3,4.06,0.0,49.81,0.0,2014-06-26
8.44,0.73,362.62,10.5,28.35,3.45,0.0,43.44,0.0,2014-06-27
8.32,0.72,379.72,11.0,29.59,4.16,0.0,41.5,0.0,2014-06-28
7.4,0.64,402.21,7.55,32.04,6.27,0.0,26.56,0.0,2014-06-29
8.12,0.7,376.59,12.23,29.36,5.71,0.0,44.38,0.0,2014-06-30
8.27,0.72,369.15,10.14,28.38,3.38,0.0,42.44,0.0,2014-07-01
7.93,0.69,374.19,9.71,29.61,3.52,0.0,40.94,0.0,2014-07-02
7.74,0.67,379.67,11.4,28.69,4.5,0.0,43.81,0.0,2014-07-03
8.02,0.7,383.9,10.18,31.76,3.36,0.0,35.06,0.0,2014-07-04
7.6,0.66,404.82,12.84,30.83,3.65,0.0,43.5,0.0,2014-07-05
6.82,0.59,412.59,12.95,29.99,3.3,0.0,45.19,0.0,2014-07-06
7.68,0.67,395.98,9.48,31.98,3.92,0.0,34.44,0.0,2014-07-07
7.76,0.68,390.92,11.83,32.37,4.78,0.0,39.5,0.0,2014-07-08
7.87,0.69,376.8,13.13,29.46,4.82,0.0,49.06,0.0,2014-07-09
7.94,0.7,367.58,11.78,29.15,4.6,0.05,43.88,0.0001745190668002744,2014-07-10
8.21,0.73,362.93,10.48,28.63,3.08,0.52,42.12,0.0018466260343104558,2014-07-11
7.38,0.65,386.84,13.24,28.33,3.06,1.83,48.44,0.0065637903743845285,2014-07-12
6.24,0.55,399.27,15.97,28.29,3.01,2.46,56.56,0.008834563457698836,2014-07-13
7.04,0.62,399.09,15.56,29.1,2.81,2.04,55.75,0.007122665162374715,2014-07-14
8.06,0.71,375.9,12.92,29.6,3.41,0.0,48.94,0.0,2014-07-15
8.31,0.73,365.1,10.33,29.49,2.23,0.0,41.81,0.0,2014-07-16
8.26,0.73,367.88,11.33,29.61,2.66,0.0,46.31,0.0,2014-07-17
8.34,0.74,366.73,11.81,30.2,2.14,0.0,44.69,0.0,2014-07-18
8.12,0.73,380.92,11.52,31.23,2.97,0.0,39.69,0.0,2014-07-19
7.86,0.7,395.61,8.01,33.85,3.66,0.0,25.75,0.0,2014-07-20
7.43,0.66,393.34,10.28,31.58,4.32,0.0,34.06,0.0,2014-07-21
8.12,0.73,365.9,8.52,29.99,3.06,0.0,36.31,0.0,2014-07-22
8.17,0.73,369.86,10.67,31.31,1.63,0.0,39.56,0.0,2014-07-23
7.83,0.7,389.33,13.53,32.3,3.23,0.0,44.88,0.0,2014-07-24
5.79,0.52,416.48,14.69,33.71,3.2,0.0,46.06,0.0,2014-07-25
6.38,0.58,423.63,13.72,34.65,3.73,0.07,38.81,0.0002057257800371652,2014-07-26
7.52,0.68,389.84,10.73,32.5,4.52,0.0,34.5,0.0,2014-07-27
7.74,0.7,390.48,10.64,32.15,3.43,0.0,35.06,0.0,2014-07-28
6.99,0.64,408.2,13.34,33.02,3.73,0.47,40.69,0.0014503910045995673,2014-07-29
7.39,0.67,389.23,15.48,31.9,5.11,0.15,49.38,0.00047859639490310996,2014-07-30
7.65,0.7,374.18,11.74,32.28,1.94,0.0,39.81,0.0,2014-07-31
8.04,0.74,373.04,10.71,33.35,2.27,0.0,36.94,0.0,2014-08-01
7.47,0.69,384.12,12.28,30.73,4.4,0.0,41.38,0.0,2014-08-02
7.5,0.7,392.41,12.98,31.59,3.73,0.0,40.94,0.0,2014-08-03
6.17,0.57,423.41,15.26,33.17,3.15,0.0,47.12,0.0,2014-08-04
7.04,0.66,415.3,13.27,34.77,2.23,0.0,37.0,0.0,2014-08-05
7.55,0.7,385.02,11.34,32.03,4.47,0.0,35.44,0.0,2014-08-06
7.88,0.73,363.02,10.07,29.47,4.09,0.0,38.81,0.0,2014-08-07
7.81,0.73,371.43,9.14,30.12,2.68,0.0,36.69,0.0,2014-08-08
7.62,0.72,385.5,10.06,30.96,3.38,0.0,37.0,0.0,2014-08-09
7.2,0.68,403.58,12.61,32.4,3.23,0.0,39.12,0.0,2014-08-10
7.12,0.68,407.58,11.75,34.01,3.64,0.0,34.31,0.0,2014-08-11
7.27,0.7,404.11,13.17,33.69,2.7,0.0,38.75,0.0,2014-08-12
7.13,0.68,407.24,11.88,33.55,4.05,0.0,37.44,0.0,2014-08-13
7.21,0.7,403.87,13.69,33.93,3.77,0.02,39.5,5.9954631859451163e-05,2014-08-14
7.08,0.68,398.6,13.54,32.09,3.83,0.01,42.19,3.165036882135922e-05,2014-08-15
5.19,0.5,406.49,12.76,31.44,3.76,0.07,41.44,0.00022615635706916217,2014-08-16
5.93,0.58,399.66,11.73,29.89,4.34,0.25,42.38,0.0008491043737462654,2014-08-17
7.18,0.7,383.7,13.12,30.01,3.63,0.0,46.12,0.0,2014-08-18
6.45,0.63,410.01,13.6,33.16,3.41,0.0,43.75,0.0,2014-08-19
5.42,0.53,426.45,16.12,33.44,2.81,0.05,50.25,0.00015207501790664315,2014-08-20
6.67,0.66,410.29,18.31,31.94,5.09,0.3,57.38,0.0009548571689444011,2014-08-21
